ConceptName	QuestionName	Question	AnswerText	Correct
Multiply numbers by multiples of 10.	Q3	<p>Which of the following multiplication sentences is <span style="text-decoration: underline;">not true</span>?</p>	<p>5 &times; 70 = 350</p>	
Multiply numbers by multiples of 10.	Q3	<p>Which of the following multiplication sentences is <span style="text-decoration: underline;">not true</span>?</p>	<p>7 &times; 4 = 30</p>	yes
Multiply numbers by multiples of 10.	Q3	<p>Which of the following multiplication sentences is <span style="text-decoration: underline;">not true</span>?</p>	<p>7 &times; 2 = 14</p>	
Multiply numbers by multiples of 10.	Q4	<p>Which of the following multiplication sentences is <span style="text-decoration: underline;">not true</span>?</p>	<p>20 &times; 5 = 100</p>	
Multiply numbers by multiples of 10.	Q4	<p>Which of the following multiplication sentences is <span style="text-decoration: underline;">not true</span>?</p>	<p>5 &times; 8 = 40</p>	
Multiply numbers by multiples of 10.	Q4	<p>Which of the following multiplication sentences is <span style="text-decoration: underline;">not true</span>?</p>	<p>3 &times; 3 = 6</p>	yes
Multiply numbers by multiples of 10.	Q4	<p>Which of the following multiplication sentences is <span style="text-decoration: underline;">not true</span>?</p>	<p>4 &times; 9 = 36</p>	
Multiply numbers by multiples of 10.	Q1	<p>Which of the following multiplication sentences is true?</p>	<p>9 &times; 8 = 73</p>	
Multiply numbers by multiples of 10.	Q1	<p>Which of the following multiplication sentences is true?</p>	<p>80 &times; 6 = 560</p>	
Multiply numbers by multiples of 10.	Q1	<p>Which of the following multiplication sentences is true?</p>	<p>9 &times; 7 = 62</p>	
Multiply numbers by multiples of 10.	Q1	<p>Which of the following multiplication sentences is true?</p>	<p>7 &times; 4 = 28</p>	yes
Multiply numbers by multiples of 10.	Q2	<p>Which of the following multiplication sentences is true?</p>	<p>7 &times; 8 = 65</p>	
Multiply numbers by multiples of 10.	Q2	<p>Which of the following multiplication sentences is true?</p>	<p>20 &times; 7 = 150</p>	
Multiply numbers by multiples of 10.	Q2	<p>Which of the following multiplication sentences is true?</p>	<p>5 &times; 6 = 35</p>	
Multiply numbers by multiples of 10.	Q2	<p>Which of the following multiplication sentences is true?</p>	<p>7 &times; 6 = 42</p>	yes
Multiply numbers by multiples of 10.	Q3	<p>Which of the following multiplication sentences is true?</p>	<p>4 &times; 7 = 27</p>	
Multiply numbers by multiples of 10.	Q3	<p>Which of the following multiplication sentences is true?</p>	<p>30 &times; 4 = 130</p>	
Multiply numbers by multiples of 10.	Q3	<p>Which of the following multiplication sentences is true?</p>	<p>9 &times; 6 = 45</p>	
Multiply numbers by multiples of 10.	Q3	<p>Which of the following multiplication sentences is true?</p>	<p>8 &times; 6 = 48</p>	yes
Multiply numbers by multiples of 10.	Q1	<p>The result of which of the following multiplication sentences doesn't end with a 0?</p>	<p>8 &times; 5</p>	
Multiply numbers by multiples of 10.	Q1	<p>The result of which of the following multiplication sentences doesn't end with a 0?</p>	<p>4 &times; 40</p>	
Multiply numbers by multiples of 10.	Q1	<p>The result of which of the following multiplication sentences doesn't end with a 0?</p>	<p>5 &times; 9</p>	yes
Multiply numbers by multiples of 10.	Q1	<p>The result of which of the following multiplication sentences doesn't end with a 0?</p>	<p>3 &times; 20</p>	
Multiply numbers by multiples of 10.	Q2	<p>The result of which of the following multiplication statements doesn't end with a 0?</p>	<p>4 &times; 5</p>	
Multiply numbers by multiples of 10.	Q2	<p>The result of which of the following multiplication statements doesn't end with a 0?</p>	<p>70 &times; 2</p>	
Multiply numbers by multiples of 10.	Q2	<p>The result of which of the following multiplication statements doesn't end with a 0?</p>	<p>7 &times; 6</p>	yes
Multiply numbers by multiples of 10.	Q2	<p>The result of which of the following multiplication statements doesn't end with a 0?</p>	<p>4 &times; 500</p>	
Multiply numbers by multiples of 10.	Q4	<p>The result of which of the following multiplication statements doesn't end with a 0?</p>	<p>7 &times; 30</p>	
Multiply numbers by multiples of 10.	Q4	<p>The result of which of the following multiplication statements doesn't end with a 0?</p>	<p>2 &times; 20</p>	
Multiply numbers by multiples of 10.	Q4	<p>The result of which of the following multiplication statements doesn't end with a 0?</p>	<p>5 &times; 7</p>	yes
Multiply numbers by multiples of 10.	Q4	<p>The result of which of the following multiplication statements doesn't end with a 0?</p>	<p>50 &times; 7</p>	
Multiply numbers by multiples of 10.	Q1	<p>The result of which of the following multiplication statements doesn't end with a 0?</p>	<p>30 &times; 7</p>	
Multiply numbers by multiples of 10.	Q1	<p>The result of which of the following multiplication statements doesn't end with a 0?</p>	<p>4 &times; 8</p>	yes
Multiply numbers by multiples of 10.	Q1	<p>The result of which of the following multiplication statements doesn't end with a 0?</p>	<p>5 &times; 50</p>	
Multiply numbers by multiples of 10.	Q1	<p>The result of which of the following multiplication statements doesn't end with a 0?</p>	<p>2 &times; 5</p>	
Multiply numbers by multiples of 10.	Q2	<p>The result of which of the following multiplication statements doesn't end with a 0?</p>	<p>20 &times; 4</p>	
Multiply numbers by multiples of 10.	Q2	<p>The result of which of the following multiplication statements doesn't end with a 0?</p>	<p>6 &times; 7</p>	yes
Multiply numbers by multiples of 10.	Q2	<p>The result of which of the following multiplication statements doesn't end with a 0?</p>	<p>8 &times; 10</p>	
Multiply numbers by multiples of 10.	Q2	<p>The result of which of the following multiplication statements doesn't end with a 0?</p>	<p>4 &times; 5</p>	
Multiply numbers by multiples of 10.	Q4	<p>The result of which of the following multiplication statements doesn't end with a 0?</p>	<p>2 &times; 30</p>	
Multiply numbers by multiples of 10.	Q4	<p>The result of which of the following multiplication statements doesn't end with a 0?</p>	<p>2 &times; 6</p>	yes
Multiply numbers by multiples of 10.	Q4	<p>The result of which of the following multiplication statements doesn't end with a 0?</p>	<p>10 &times; 11</p>	
Multiply numbers by multiples of 10.	Q4	<p>The result of which of the following multiplication statements doesn't end with a 0?</p>	<p>3 &times; 10</p>	
Multiply numbers by multiples of 10.	Q1	<p>Paul has 3 jars of red marbles and 7 jars of yellow marbles. Each jar of red marbles has 60 marbles and each jar of yellow marbles has 90 marbles. What is the difference between the total number of yellow marbles and the total number of red marbles?</p>	<p>30</p>	
Multiply numbers by multiples of 10.	Q1	<p>Paul has 3 jars of red marbles and 7 jars of yellow marbles. Each jar of red marbles has 60 marbles and each jar of yellow marbles has 90 marbles. What is the difference between the total number of yellow marbles and the total number of red marbles?</p>	<p>120</p>	
Multiply numbers by multiples of 10.	Q1	<p>Paul has 3 jars of red marbles and 7 jars of yellow marbles. Each jar of red marbles has 60 marbles and each jar of yellow marbles has 90 marbles. What is the difference between the total number of yellow marbles and the total number of red marbles?</p>	<p>450</p>	yes
Multiply numbers by multiples of 10.	Q1	<p>Paul has 3 jars of red marbles and 7 jars of yellow marbles. Each jar of red marbles has 60 marbles and each jar of yellow marbles has 90 marbles. What is the difference between the total number of yellow marbles and the total number of red marbles?</p>	<p>150</p>	
Multiply numbers by multiples of 10.	Q1	<p>Last week John watched 8 movies each was 60 minutes long and Sam watched 4 movies each was 90 minutes long. What is the difference, in minutes, between the total amount of time John spent watching movies and the total amount of time Sam spent watching movies?</p>	<p>120</p>	yes
Multiply numbers by multiples of 10.	Q1	<p>Last week John watched 8 movies each was 60 minutes long and Sam watched 4 movies each was 90 minutes long. What is the difference, in minutes, between the total amount of time John spent watching movies and the total amount of time Sam spent watching movies?</p>	<p>30</p>	
Multiply numbers by multiples of 10.	Q1	<p>Last week John watched 8 movies each was 60 minutes long and Sam watched 4 movies each was 90 minutes long. What is the difference, in minutes, between the total amount of time John spent watching movies and the total amount of time Sam spent watching movies?</p>	<p>480</p>	
Multiply numbers by multiples of 10.	Q1	<p>Last week John watched 8 movies each was 60 minutes long and Sam watched 4 movies each was 90 minutes long. What is the difference, in minutes, between the total amount of time John spent watching movies and the total amount of time Sam spent watching movies?</p>	<p>360</p>	
Introducing fractions.	Q1	<p>There are 4 baskets. Each basket contains exactly 2 apples. What fraction represents just one apple out of all the baskets?</p>	<p>&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{1}{4}$</span><span class="fraction non-leaf"><span class="numerator">1</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;</p>	
Introducing fractions.	Q1	<p>There are 4 baskets. Each basket contains exactly 2 apples. What fraction represents just one apple out of all the baskets?</p>	<p>&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{1}{8}$</span><span class="fraction non-leaf"><span class="numerator">1</span><span class="denominator">8</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;</p>	yes
Introducing fractions.	Q1	<p>There are 4 baskets. Each basket contains exactly 2 apples. What fraction represents just one apple out of all the baskets?</p>	<p>&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{1}{2}$</span><span class="fraction non-leaf"><span class="numerator">1</span><span class="denominator">2</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;</p>	
Introducing fractions.	Q1	<p>There are 4 baskets. Each basket contains exactly 2 apples. What fraction represents just one apple out of all the baskets?</p>	<p>&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{3}{4}$</span><span class="fraction non-leaf"><span class="numerator">3</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;</p>	
Introducing fractions.	Q1	<p>Adam cut 3 ropes into 2 equal parts each. which fraction of all pieces does each piece represent?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{1}{3}$</span><span class="fraction non-leaf"><span class="numerator">1</span><span class="denominator">3</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Introducing fractions.	Q1	<p>Adam cut 3 ropes into 2 equal parts each. which fraction of all pieces does each piece represent?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{1}{1}$</span><span class="fraction non-leaf"><span class="numerator">1</span><span class="denominator">1</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Introducing fractions.	Q1	<p>Adam cut 3 ropes into 2 equal parts each. which fraction of all pieces does each piece represent?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{1}{6}$</span><span class="fraction non-leaf"><span class="numerator">1</span><span class="denominator">6</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	yes
Introducing fractions.	Q1	<p>Adam cut 3 ropes into 2 equal parts each. which fraction of all pieces does each piece represent?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{1}{2}$</span><span class="fraction non-leaf"><span class="numerator">1</span><span class="denominator">2</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Introducing equivalent fractions using visual models.	Q1	<p>Which of the following fractions is equivalent to 3?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{1}{3}$</span><span class="fraction non-leaf"><span class="numerator">1</span><span class="denominator">3</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Introducing equivalent fractions using visual models.	Q1	<p>Which of the following fractions is equivalent to 3?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{6}{2}$</span><span class="fraction non-leaf"><span class="numerator">6</span><span class="denominator">2</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	yes
Introducing equivalent fractions using visual models.	Q1	<p>Which of the following fractions is equivalent to 3?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{9}{6}$</span><span class="fraction non-leaf"><span class="numerator">9</span><span class="denominator">6</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Introducing equivalent fractions using visual models.	Q1	<p>Which of the following fractions is equivalent to 3?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{4}{12}$</span><span class="fraction non-leaf"><span class="numerator">4</span><span class="denominator">12</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Introducing equivalent fractions using visual models.	Q1	<p>Which value is equal to the fraction&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{8}{4}$</span><span class="fraction non-leaf"><span class="numerator">8</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$4$</span>4</span></p>	
Introducing equivalent fractions using visual models.	Q1	<p>Which value is equal to the fraction&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{8}{4}$</span><span class="fraction non-leaf"><span class="numerator">8</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{2}{4}$</span><span class="fraction non-leaf"><span class="numerator">2</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Introducing equivalent fractions using visual models.	Q1	<p>Which value is equal to the fraction&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{8}{4}$</span><span class="fraction non-leaf"><span class="numerator">8</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$2$</span>2</span></p>	yes
Introducing equivalent fractions using visual models.	Q1	<p>Which value is equal to the fraction&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{8}{4}$</span><span class="fraction non-leaf"><span class="numerator">8</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{4}{1}$</span><span class="fraction non-leaf"><span class="numerator">4</span><span class="denominator">1</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Introducing equivalent fractions using the number line.	Q1	<p>Which of the following fractions is equivalent to 3?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{1}{3}$</span><span class="fraction non-leaf"><span class="numerator">1</span><span class="denominator">3</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Introducing equivalent fractions using the number line.	Q1	<p>Which of the following fractions is equivalent to 3?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{6}{2}$</span><span class="fraction non-leaf"><span class="numerator">6</span><span class="denominator">2</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	yes
Introducing equivalent fractions using the number line.	Q1	<p>Which of the following fractions is equivalent to 3?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{9}{6}$</span><span class="fraction non-leaf"><span class="numerator">9</span><span class="denominator">6</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Introducing equivalent fractions using the number line.	Q1	<p>Which of the following fractions is equivalent to 3?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{4}{12}$</span><span class="fraction non-leaf"><span class="numerator">4</span><span class="denominator">12</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Introducing equivalent fractions using the number line.	Q1	<p>Which value is equal to the fraction&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{8}{4}$</span><span class="fraction non-leaf"><span class="numerator">8</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$4$</span>4</span></p>	
Introducing equivalent fractions using the number line.	Q1	<p>Which value is equal to the fraction&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{8}{4}$</span><span class="fraction non-leaf"><span class="numerator">8</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{2}{4}$</span><span class="fraction non-leaf"><span class="numerator">2</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Introducing equivalent fractions using the number line.	Q1	<p>Which value is equal to the fraction&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{8}{4}$</span><span class="fraction non-leaf"><span class="numerator">8</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$2$</span>2</span></p>	yes
Introducing equivalent fractions using the number line.	Q1	<p>Which value is equal to the fraction&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{8}{4}$</span><span class="fraction non-leaf"><span class="numerator">8</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>?</p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{4}{1}$</span><span class="fraction non-leaf"><span class="numerator">4</span><span class="denominator">1</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Which of the following fractions equals one whole?</p>	<p>&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{2}{3}$</span><span class="fraction non-leaf"><span class="numerator">2</span><span class="denominator">3</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;</p>	
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Which of the following fractions equals one whole?</p>	<p>&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{8}{4}$</span><span class="fraction non-leaf"><span class="numerator">8</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;</p>	
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Which of the following fractions equals one whole?</p>	<p>&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{20}{20}$</span><span class="fraction non-leaf"><span class="numerator">20</span><span class="denominator">20</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;</p>	yes
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Which of the following fractions equals one whole?</p>	<p>&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{11}{20}$</span><span class="fraction non-leaf"><span class="numerator">11</span><span class="denominator">20</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;</p>	
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Which of the following numbers equals&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{4}{4}$</span><span class="fraction non-leaf"><span class="numerator">4</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>?</p>	<p>&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{4}{1}$</span><span class="fraction non-leaf"><span class="numerator">4</span><span class="denominator">1</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;</p>	
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Which of the following numbers equals&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{4}{4}$</span><span class="fraction non-leaf"><span class="numerator">4</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>?</p>	<p>&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{1}{4}$</span><span class="fraction non-leaf"><span class="numerator">1</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;</p>	
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Which of the following numbers equals&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{4}{4}$</span><span class="fraction non-leaf"><span class="numerator">4</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>?</p>	<p>1</p>	yes
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Which of the following numbers equals&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{4}{4}$</span><span class="fraction non-leaf"><span class="numerator">4</span><span class="denominator">4</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>?</p>	<p>2</p>	
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Choose the fraction that equals to 1.</p>	<p>&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{2}{5}$</span><span class="fraction non-leaf"><span class="numerator">2</span><span class="denominator">5</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;</p>	
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Choose the fraction that equals to 1.</p>	<p>&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{6}{6}$</span><span class="fraction non-leaf"><span class="numerator">6</span><span class="denominator">6</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;</p>	yes
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Choose the fraction that equals to 1.</p>	<p>&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{6}{7}$</span><span class="fraction non-leaf"><span class="numerator">6</span><span class="denominator">7</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;</p>	
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Choose the fraction that equals to 1.</p>	<p>&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{6}{5}$</span><span class="fraction non-leaf"><span class="numerator">6</span><span class="denominator">5</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;</p>	
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Select the suitable fraction to fill the blank to make the comparison sentence true.&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{4}{6}$</span><span class="fraction non-leaf"><span class="numerator">4</span><span class="denominator">6</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;&gt;<span style="text-decoration: underline;">&nbsp; &nbsp;?&nbsp; &nbsp;</span></p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{5}{6}$</span><span class="fraction non-leaf"><span class="numerator">5</span><span class="denominator">6</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Select the suitable fraction to fill the blank to make the comparison sentence true.&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{4}{6}$</span><span class="fraction non-leaf"><span class="numerator">4</span><span class="denominator">6</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;&gt;<span style="text-decoration: underline;">&nbsp; &nbsp;?&nbsp; &nbsp;</span></p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{4}{10}$</span><span class="fraction non-leaf"><span class="numerator">4</span><span class="denominator">10</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	yes
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Select the suitable fraction to fill the blank to make the comparison sentence true.&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{4}{6}$</span><span class="fraction non-leaf"><span class="numerator">4</span><span class="denominator">6</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;&gt;<span style="text-decoration: underline;">&nbsp; &nbsp;?&nbsp; &nbsp;</span></p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{2}{3}$</span><span class="fraction non-leaf"><span class="numerator">2</span><span class="denominator">3</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Select the suitable fraction to fill the blank to make the comparison sentence true.&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{4}{6}$</span><span class="fraction non-leaf"><span class="numerator">4</span><span class="denominator">6</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;&gt;<span style="text-decoration: underline;">&nbsp; &nbsp;?&nbsp; &nbsp;</span></p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{3}{3}$</span><span class="fraction non-leaf"><span class="numerator">3</span><span class="denominator">3</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Which fraction goes in the blank to make the comparison sentence true.&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{2}{6}$</span><span class="fraction non-leaf"><span class="numerator">2</span><span class="denominator">6</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;&lt;<span style="text-decoration: underline;">&nbsp; &nbsp;?&nbsp; &nbsp;</span></p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{2}{2}$</span><span class="fraction non-leaf"><span class="numerator">2</span><span class="denominator">2</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	yes
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Which fraction goes in the blank to make the comparison sentence true.&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{2}{6}$</span><span class="fraction non-leaf"><span class="numerator">2</span><span class="denominator">6</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;&lt;<span style="text-decoration: underline;">&nbsp; &nbsp;?&nbsp; &nbsp;</span></p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{2}{9}$</span><span class="fraction non-leaf"><span class="numerator">2</span><span class="denominator">9</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
Understand that one whole is a fraction whose numerator and denominator are equal.	Q1	<p>Which fraction goes in the blank to make the comparison sentence true.&nbsp;<span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{2}{6}$</span><span class="fraction non-leaf"><span class="numerator">2</span><span class="denominator">6</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span>&nbsp;&lt;<span style="text-decoration: underline;">&nbsp; &nbsp;?&nbsp; &nbsp;</span></p>	<p><span class="rendered-latex mathquill-rendered-math hasCursor" contenteditable="false"><span class="selectable">$\frac{1}{6}$</span><span class="fraction non-leaf"><span class="numerator">1</span><span class="denominator">6</span><span style="display: inline-block; width: 0;">&nbsp;</span></span></span></p>	
